time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-19T03:30:37.791Z,-6.6529,104.1805,35,4.4,mb,22,194,2.583,0.7,us,us6000jjgv,2023-01-27T04:12:52.040Z,"180 km SW of Bandar Lampung, Indonesia",earthquake,11.1,1.977,0.17,10,reviewed,us,us
2023-01-19T03:30:07.298Z,-11.208,166.3807,10,4.5,mb,14,103,4.289,0.68,us,us6000jjh5,2023-01-27T02:41:49.040Z,"83 km SE of Lata, Solomon Islands",earthquake,14.42,1.771,0.191,8,reviewed,us,us
2023-01-19T03:25:24.263Z,33.7326,137.2728,14.259,4.5,mb,40,77,1.207,0.66,us,us7000j5ep,2023-01-27T03:59:50.040Z,"92 km SSE of Toba, Japan",earthquake,4.81,4.399,0.14,15,reviewed,us,us
2023-01-19T02:27:25.889Z,17.318,-83.9092,33.145,4.2,mb,26,73,4.319,0.51,us,us6000jjgu,2023-01-27T03:56:21.040Z,"172 km NNE of Barra Patuca, Honduras",earthquake,8.64,9.28,0.146,13,reviewed,us,us
2023-01-19T02:24:56.968Z,2.9459,127.2927,35,4.2,mb,16,120,2.161,0.5,us,us6000jjh4,2023-01-27T03:50:22.040Z,"156 km NNW of Tobelo, Indonesia",earthquake,9.04,1.944,0.2,9,reviewed,us,us
2023-01-19T02:22:27.212Z,39.4825,25.8279,10,4.3,mwr,96,47,0.932,0.75,us,us7000j5e7,2023-01-27T03:41:40.521Z,"32 km WNW of Míthymna, Greece",earthquake,4.3,1.801,0.078,16,reviewed,us,us
2023-01-19T01:56:16.933Z,19.8775,120.5851,10,4.3,mb,18,136,2.962,0.47,us,us6000jjgt,2023-01-27T03:37:29.040Z,"147 km N of Pagudpud, Philippines",earthquake,11.84,1.8,0.238,5,reviewed,us,us
2023-01-19T01:41:39.388Z,25.937,143.0309,10,4.6,mb,49,135,1.381,0.49,us,us7000j5e6,2023-01-27T03:29:21.040Z,"Volcano Islands, Japan region",earthquake,7.44,1.684,0.065,71,reviewed,us,us
2023-01-19T01:36:23.195Z,2.801,127.2439,35,4.4,mb,15,131,20.827,0.24,us,us6000jjgs,2023-01-27T01:35:32.040Z,"Molucca Sea",earthquake,11.12,1.888,0.17,10,reviewed,us,us
2023-01-19T01:17:56.734Z,12.1382,94.4587,10,4.5,mb,18,74,5.224,0.9,us,us6000jjgr,2023-01-27T00:53:12.040Z,"Andaman Islands, India region",earthquake,11.31,1.901,0.242,9,reviewed,us,us
2023-01-19T01:14:13.410Z,19.4743333333333,-67.2208333333333,20.2,3.43,md,18,297,0.9983,0.24,pr,pr71393183,2023-01-20T03:05:20.040Z,"109 km N of San Antonio, Puerto Rico",earthquake,1.01,21.89,0.0466562724475517,13,reviewed,pr,pr
2023-01-19T00:29:12.512Z,44.2608,-116.217,8.532,2.6,ml,26,56,0.84,0.6,us,us7000j5dm,2023-01-19T09:11:44.729Z,"11 km WSW of Smiths Ferry, Idaho",earthquake,2.42,8.521,0.056,42,reviewed,us,us
2023-01-19T00:07:52.919Z,44.2853,-116.194,17.284,2.6,ml,18,61,0.814,0.18,us,us7000j5dk,2023-01-19T06:30:08.040Z,"8 km WSW of Smiths Ferry, Idaho",earthquake,1.41,7.277,0.06,36,reviewed,us,us
2023-01-18T22:18:09.600Z,18.3773,-68.8271,151,4.42,md,23,166,0.4662,0.34,pr,pr2023018000,2023-01-18T23:04:44.117Z,"16 km ESE of La Romana, Dominican Republic",earthquake,2.26,1.35,0.14,21,reviewed,pr,pr
2023-01-18T22:01:27.838Z,-0.8678,133.6173,35.541,4.4,mb,24,120,2.454,0.47,us,us7000j5cr,2023-01-18T23:16:48.040Z,"49 km W of Manokwari, Indonesia",earthquake,6.2,8.314,0.13,17,reviewed,us,us
2023-01-18T20:57:50.418Z,2.7796,126.9699,43.006,4.6,mb,45,135,2.033,0.76,us,us7000j5c1,2023-01-20T16:55:32.040Z,"163 km NW of Tobelo, Indonesia",earthquake,8.47,7.524,0.092,35,reviewed,us,us
2023-01-18T20:53:48.693Z,31.63476374,-104.3991199,6.080151367,2.6,ml,16,64,0.03533601199,0.1,tx,tx2023bgqy,2023-01-20T16:48:34.040Z,"60 km S of Whites City, New Mexico",earthquake,1.095172337,0.8952681974999999,0.1,24,reviewed,tx,tx
2023-01-18T20:07:40.106Z,-17.0224,175.5503,10,4.8,mb,19,72,2.495,0.58,us,us7000j5bm,2023-01-18T20:59:03.040Z,"212 km WNW of Lautoka, Fiji",earthquake,8.87,1.9,0.124,22,reviewed,us,us
2023-01-18T19:55:00.638Z,2.7058,126.8415,49.823,4.8,mb,75,108,1.992,0.87,us,us7000j5bk,2023-01-20T16:49:31.040Z,"168 km NW of Tobelo, Indonesia",earthquake,8.17,7.282,0.064,74,reviewed,us,us
2023-01-18T19:53:34.200Z,-21.6883,170.4121,157.305,4.7,mb,29,100,2.899,1.13,us,us7000j5bj,2023-01-20T15:32:29.040Z,"262 km E of Tadine, New Caledonia",earthquake,6.87,8.424,0.113,24,reviewed,us,us
2023-01-18T19:08:56.568Z,-17.4728,-174.6542,227.978,4.5,mb,87,79,1.325,0.65,us,us7000j5ba,2023-01-18T20:11:34.040Z,"148 km NNW of Neiafu, Tonga",earthquake,10.94,7.213,0.063,73,reviewed,us,us
2023-01-18T18:55:37.987Z,2.7122,126.963,54.611,4.6,mb,39,122,1.969,0.67,us,us7000j5aw,2023-01-18T21:19:18.040Z,"159 km NW of Tobelo, Indonesia",earthquake,4.66,7.678,0.092,35,reviewed,us,us
2023-01-18T18:22:50.479Z,38.2879,21.8309,10,4.2,mb,46,102,0.832,0.98,us,us7000j5al,2023-01-19T11:48:54.932Z,"1 km NNW of Áno Kastrítsi, Greece",earthquake,4.35,1.885,0.146,13,reviewed,us,us
2023-01-18T18:19:06.329Z,62.2092,-123.921,7.001,4.1,mb,47,57,3.163,1.1,us,us7000j5aj,2023-01-18T20:38:23.040Z,"Northwest Territories, Canada",earthquake,7.08,3.863,0.145,13,reviewed,us,us
2023-01-18T18:17:12.622Z,-24.1049,-179.5264,505.884,4.5,mb,18,62,4.947,0.83,us,us6000jjf6,2023-01-27T21:36:56.040Z,"south of the Fiji Islands",earthquake,7.34,10.414,0.157,12,reviewed,us,us
2023-01-18T18:15:36.473Z,2.6911,126.8984,46.469,4.6,mb,48,110,1.963,0.52,us,us7000j5ak,2023-01-27T21:11:45.040Z,"163 km NW of Tobelo, Indonesia",earthquake,8.04,8.302,0.086,40,reviewed,us,us
2023-01-18T18:03:03.910Z,-30.3249,-177.3951,10,4.7,mb,37,195,1.153,1.08,us,us7000j5ah,2023-01-27T21:07:50.040Z,"Kermadec Islands, New Zealand",earthquake,11.4,1.885,0.114,23,reviewed,us,us
2023-01-18T17:50:38.171Z,-16.175,-176.0418,374.169,4.3,mb,33,55,2.734,1.06,us,us6000jjev,2023-01-27T20:55:22.040Z,"241 km W of Hihifo, Tonga",earthquake,9.92,7.973,0.119,20,reviewed,us,us
2023-01-18T17:00:12.933Z,34.9433,14.1934,10,4.7,mb,76,59,2.524,0.75,us,us7000j59w,2023-01-27T20:51:10.040Z,"101 km SSW of Żurrieq, Malta",earthquake,6.56,1.813,0.078,50,reviewed,us,us
2023-01-18T16:27:48.105Z,-11.1287,111.6908,10,5.1,mww,71,91,3.397,0.77,us,us7000j59q,2023-01-18T16:45:57.040Z,"south of Java, Indonesia",earthquake,7.8,1.884,0.068,21,reviewed,us,us
2023-01-18T16:10:45.411Z,-11.1071,111.7867,10,5,mb,44,137,3.41,0.49,us,us7000j59m,2023-01-18T16:30:06.040Z,"south of Java, Indonesia",earthquake,6.29,1.8,0.098,33,reviewed,us,us
2023-01-18T16:06:40.935Z,2.7327,126.9768,52.938,4.9,mb,45,112,1.986,0.48,us,us7000j59l,2023-01-18T16:54:59.040Z,"159 km NW of Tobelo, Indonesia",earthquake,9.15,5.215,0.076,54,reviewed,us,us
2023-01-18T15:54:46.484Z,34.8698,14.3276,10,5.1,mww,78,79,5.25,0.83,us,us7000j59j,2023-01-24T21:04:02.443Z,"107 km S of Żurrieq, Malta",earthquake,8.76,1.856,0.073,18,reviewed,us,us
2023-01-18T15:43:30.596Z,2.9006,127.2076,35,4.9,mb,45,137,2.121,0.91,us,us7000j59h,2023-01-18T16:01:09.040Z,"Molucca Sea",earthquake,7.87,1.269,0.092,37,reviewed,us,us
2023-01-18T14:55:50.971Z,38.4062,45.0078,10,4.4,mb,55,104,1.212,0.81,us,us7000j59a,2023-01-25T10:15:42.040Z,"16 km SSE of Khowy, Iran",earthquake,6.83,1.902,0.088,37,reviewed,us,us
2023-01-18T14:21:40.036Z,2.7626,127.0525,56.609,4.6,mb,58,70,2.002,0.61,us,us7000j57n,2023-01-25T08:24:36.040Z,"156 km NW of Tobelo, Indonesia",earthquake,7.45,7.465,0.081,46,reviewed,us,us
2023-01-18T14:13:03.356Z,34.9792,14.2769,10,4.6,mb,82,111,5.153,0.38,us,us7000j5a4,2023-01-25T09:11:34.559Z,"96 km S of Żurrieq, Malta",earthquake,6,1.892,0.082,44,reviewed,us,us
2023-01-18T13:55:29.254Z,2.756,127.0702,47.346,4.5,mb,39,124,1.993,0.36,us,us7000j57p,2023-01-25T08:39:41.040Z,"154 km NW of Tobelo, Indonesia",earthquake,10.4,7.187,0.106,27,reviewed,us,us
2023-01-18T13:39:46.149Z,2.7773,126.9797,50.613,4.7,mb,52,113,2.029,1.21,us,us7000j57i,2023-01-18T13:59:26.040Z,"163 km NW of Tobelo, Indonesia",earthquake,7.91,7.394,0.088,39,reviewed,us,us
2023-01-18T13:35:12.451Z,2.6223,126.9865,48.533,4.3,mb,24,112,1.877,0.34,us,us7000j57g,2023-01-25T07:58:47.040Z,"150 km NW of Tobelo, Indonesia",earthquake,5.49,8.389,0.133,16,reviewed,us,us
2023-01-18T11:06:53.603Z,-13.3931,66.8185,10,5,mb,53,116,8.125,0.41,us,us7000j579,2023-01-18T11:30:06.040Z,"Mid-Indian Ridge",earthquake,11.86,1.907,0.082,47,reviewed,us,us
2023-01-18T10:42:40.971Z,38.4726,44.8342,17.719,4.4,mb,33,130,1.404,1.12,us,us7000j574,2023-01-18T11:06:00.040Z,"13 km SW of Khowy, Iran",earthquake,5.86,4.995,0.126,18,reviewed,us,us
2023-01-18T10:08:12.816Z,38.4114,44.9348,10,5.8,mww,159,59,1.478,0.86,us,us7000j56z,2023-01-22T16:01:45.346Z,"Turkey-Iran border region",earthquake,7.08,1.84,0.063,24,reviewed,us,us
2023-01-18T09:39:07.545Z,2.6799,126.9773,71.166,4.6,mb,41,108,1.935,0.58,us,us7000j56y,2023-01-18T10:54:05.040Z,"155 km NW of Tobelo, Indonesia",earthquake,9.35,7.993,0.098,31,reviewed,us,us
2023-01-18T09:09:05.320Z,19.0448333333333,-155.425166666667,36.17,2.58,ml,50,203,,0.13,hv,hv73306517,2023-01-18T22:40:05.840Z,"16 km E of Naalehu, Hawaii",earthquake,0.37,0.52,0.14956145622283,23,reviewed,hv,hv
2023-01-18T08:01:26.730Z,2.6819,127.135,50.817,5.5,mb,98,31,1.911,1.05,us,us7000j56g,2023-01-19T08:04:37.878Z,"143 km NW of Tobelo, Indonesia",earthquake,6.75,5.112,0.048,149,reviewed,us,us
2023-01-18T07:29:00.189Z,-30.3889,-71.9674,27.633,4.5,mb,26,149,0.404,0.91,us,us7000j56e,2023-01-25T06:04:05.040Z,"Near the coast of Coquimbo, Chile",earthquake,5.18,7.059,0.27,4,reviewed,us,us
2023-01-18T07:28:50.880Z,35.3228333,-118.5685,3.77,2.79,ml,58,36,0.1248,0.17,ci,ci40403560,2023-01-18T17:32:00.301Z,"24km NNW of Tehachapi, CA",earthquake,0.16,0.73,0.182,96,reviewed,ci,ci
2023-01-18T07:20:21.754Z,2.8548,127.2667,48.792,4.6,mb,37,113,2.072,0.74,us,us7000j56f,2023-01-18T09:12:25.040Z,"149 km NNW of Tobelo, Indonesia",earthquake,5.94,8.323,0.098,31,reviewed,us,us
2023-01-18T07:00:34.116Z,2.7616,127.0111,35,4.8,mb,43,111,2.008,0.77,us,us7000j566,2023-01-18T07:29:18.040Z,"159 km NW of Tobelo, Indonesia",earthquake,6.53,1.815,0.086,42,reviewed,us,us
2023-01-18T06:30:27.413Z,63.0486,-148.7177,55.1,2.6,ml,,,,1.24,ak,ak023tvfc45,2023-01-18T06:33:04.224Z,"39 km SSE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-01-18T06:19:13.488Z,2.8271,127.0886,35,5,mb,42,121,2.06,0.95,us,us7000j5dp,2023-01-19T00:59:35.040Z,"Molucca Sea",earthquake,8.7,1.941,0.105,29,reviewed,us,us
2023-01-18T06:06:11.317Z,2.7347,127.0598,28.566,7,mwc,130,17,1.974,1.18,us,us7000j553,2023-01-19T22:38:58.654Z,"153 km NW of Tobelo, Indonesia",earthquake,6.72,3.199,0.027,133,reviewed,us,us
2023-01-18T05:57:19.580Z,17.9721666666667,-66.8381666666667,16.93,2.73,md,14,198,0.03922,0.09,pr,pr71393123,2023-01-18T06:49:19.440Z,"3 km SW of Indios, Puerto Rico",earthquake,0.42,0.35,0.280457963036957,6,reviewed,pr,pr
2023-01-18T05:33:54.470Z,18.0841666666667,-66.1796666666667,14.26,3.13,md,29,94,0.1278,0.25,pr,pr71393113,2023-01-18T18:34:30.060Z,"3 km SSW of Cayey, Puerto Rico",earthquake,0.34,0.99,0.1466827149381,12,reviewed,pr,pr
2023-01-18T04:51:36.954Z,14.2601,123.0134,10,4.6,mb,38,99,13.479,0.47,us,us7000j54t,2023-01-27T00:25:59.040Z,"11 km ENE of Sabang Indan, Philippines",earthquake,12.52,1.833,0.122,20,reviewed,us,us
2023-01-18T04:33:26.564Z,24.7915,124.8538,54.834,4.8,mb,48,119,1.708,0.85,us,us7000j54p,2023-01-27T00:12:51.040Z,"southwestern Ryukyu Islands, Japan",earthquake,9.95,7.246,0.07,63,reviewed,us,us
2023-01-18T04:21:57.431Z,34.9044,14.2658,10,5,mb,84,59,4.107,0.57,us,us7000j54l,2023-01-27T00:09:10.026Z,"104 km S of Żurrieq, Malta",earthquake,8.09,1.827,0.045,156,reviewed,us,us
2023-01-18T04:17:06.969Z,-1.4513,-15.3787,10,4.6,mb,23,76,6.396,0.8,us,us6000jjdr,2023-01-27T00:02:22.040Z,"north of Ascension Island",earthquake,11.16,1.888,0.165,11,reviewed,us,us
2023-01-18T04:06:02.456Z,-0.2132,97.5504,10,4.3,mb,21,184,1.507,0.96,us,us6000jjdq,2023-01-26T23:53:05.040Z,"Kepulauan Batu, Indonesia",earthquake,7.04,1.928,0.153,12,reviewed,us,us
2023-01-18T04:05:22.800Z,17.9366666666667,-66.904,13.78,2.85,md,12,219,0.03562,0.08,pr,pr71393103,2023-01-18T04:41:05.454Z,"3 km S of Guánica, Puerto Rico",earthquake,0.63,0.23,0.100226323322031,8,reviewed,pr,pr
2023-01-18T03:58:23.726Z,-13.1094,166.6574,35,4.9,mb,43,65,7.524,0.47,us,us6000jjdp,2023-01-26T23:30:40.040Z,"128 km NW of Sola, Vanuatu",earthquake,9.42,1.847,0.117,23,reviewed,us,us
2023-01-18T03:46:24.171Z,61.6271,-149.6415,20,2.6,ml,,,,0.84,ak,ak023ttqgj5,2023-01-20T01:36:29.040Z,"2 km W of Meadow Lakes, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-01-18T03:40:50.560Z,36.52633333,-98.6065,6.31,2.49,ml,85,42,0,0.21,ok,ok2023bfiv,2023-01-20T01:01:40.040Z,"14 km WSW of Carmen, Oklahoma",earthquake,,0.4,0.22,34,reviewed,ok,ok
2023-01-18T03:26:32.922Z,24.7752,125.4156,35,4.6,mb,86,118,2.21,0.71,us,us7000j54d,2023-01-26T23:19:31.040Z,"11 km ESE of Hirara, Japan",earthquake,8.44,1.926,0.077,51,reviewed,us,us
2023-01-18T02:20:02.867Z,14.3601,-91.2682,121.397,4.2,mb,78,124,0.766,0.6,us,us7000j543,2023-01-26T23:14:56.402Z,"6 km SE of Río Bravo, Guatemala",earthquake,7.65,6.754,0.073,52,reviewed,us,us
2023-01-18T01:57:20.960Z,29.6417,101.7166,35,4.5,mb,22,154,6.778,0.54,us,us6000jjdw,2023-01-26T22:36:40.040Z,"46 km SSW of Kangding, China",earthquake,12.32,1.944,0.163,11,reviewed,us,us
2023-01-18T01:54:23.480Z,31.62533387,-104.4003803,7.596923828000001,2.6,ml,12,64,0.04104167384,0.2,tx,tx2023bffi,2023-01-19T22:49:23.040Z,"61 km S of Whites City, New Mexico",earthquake,1.583097974,1.591859148,0.1,24,reviewed,tx,tx
2023-01-18T01:46:55.746Z,11.5055,95.1941,10,4.4,mb,27,81,2.406,0.6,us,us6000jjdm,2023-01-26T22:07:40.040Z,"267 km E of Port Blair, India",earthquake,7.73,1.859,0.162,11,reviewed,us,us
2023-01-18T01:41:34.352Z,52.324,-169.97,35,3.5,ml,21,178,0.94,0.33,us,us6000jjdn,2023-01-26T22:00:31.040Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,7.87,1.963,0.085,18,reviewed,us,us
2023-01-18T00:56:36.983Z,14.2853,123.2696,10,4.6,mb,26,127,9.249,0.66,us,us7000j52g,2023-01-18T04:28:25.442Z,"34 km NE of Mercedes, Philippines",earthquake,7.35,1.887,0.125,19,reviewed,us,us
2023-01-18T00:34:44.767Z,-0.0007,123.1832,152.529,6,mww,130,18,1.113,0.95,us,us7000j511,2023-01-19T00:47:33.595Z,"61 km SSE of Gorontalo, Indonesia",earthquake,7.61,3.612,0.049,40,reviewed,us,us
2023-01-18T00:20:04.413Z,12.9545,-88.9654,61.827,4.1,mb,20,188,0.754,1.17,us,us7000j510,2023-01-18T00:39:16.040Z,"off the coast of Central America",earthquake,5.41,10.041,0.185,8,reviewed,us,us
2023-01-18T00:17:14.699Z,36.10516667,-97.8355,7.46,2.63,ml,98,36,0,0.16,ok,ok2023bfcd,2023-01-18T13:45:16.310Z,"5 km E of Hennessey, Oklahoma",earthquake,,0.4,0.27,44,reviewed,ok,ok
2023-01-17T22:11:11.182Z,0.3371,122.3181,124.933,4.3,mb,27,99,1.443,0.54,us,us7000j50a,2023-01-17T22:33:57.040Z,"Minahasa, Sulawesi, Indonesia",earthquake,9.65,8.261,0.122,20,reviewed,us,us
2023-01-17T22:05:11.580Z,6.2754,126.0942,137.129,4.5,mb,42,118,0.94,0.87,us,us7000j509,2023-01-17T22:25:51.040Z,"13 km SW of Pondaguitan, Philippines",earthquake,10.25,6.728,0.096,33,reviewed,us,us
2023-01-17T21:42:33.761Z,-9.0914,148.075,9.858,5.1,mb,48,123,8.106,0.82,us,us7000j502,2023-01-19T03:59:45.227Z,"40 km SSW of Popondetta, Papua New Guinea",earthquake,8.35,4.553,0.096,37,reviewed,us,us
2023-01-17T20:46:36.968Z,-17.7445,-171.1648,14.633,5,mb,118,61,1.771,0.65,us,us7000j4z6,2023-01-18T15:09:17.040Z,"Tonga region",earthquake,5.99,2.893,0.041,192,reviewed,us,us
2023-01-17T19:42:35.040Z,34.9131,14.2475,10.189,4.2,mb,40,127,5.223,1.38,us,us7000j4yv,2023-01-17T21:21:08.665Z,"103 km SSW of Żurrieq, Malta",earthquake,10.78,5.371,0.108,26,reviewed,us,us
2023-01-17T19:08:33.087Z,-25.7741,-69.0241,123.977,4.3,mb,17,89,0.795,0.53,us,us7000j4yj,2023-01-17T20:15:25.040Z,"Atacama, Chile",earthquake,9.76,20.011,0.307,3,reviewed,us,us
2023-01-17T18:40:00.409Z,-16.6678,-73.7684,47.886,4.3,mb,17,160,3.682,0.39,us,us7000j4yg,2023-01-17T19:52:20.040Z,"53 km SSW of Atico, Peru",earthquake,5.74,22.166,0.265,4,reviewed,us,us
2023-01-17T18:39:22.230Z,14.3416,122.9821,10,4.6,mb,73,117,9.143,0.8,us,us7000j4z5,2023-01-18T05:58:02.336Z,"15 km NNE of Sabang Indan, Philippines",earthquake,6.3,1.844,0.07,61,reviewed,us,us
2023-01-17T18:28:06.338Z,59.744,-153.1116,106.5,2.7,ml,,,,0.31,ak,ak023sf0ptj,2023-01-18T01:07:01.852Z,"56 km E of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-01-17T18:05:42.309Z,-24.614,-70.0847,60.489,4.4,mb,44,70,0.291,0.9,us,us7000j4y9,2023-01-17T18:35:52.040Z,"96 km NNE of Taltal, Chile",earthquake,7.24,6.497,0.096,34,reviewed,us,us
2023-01-17T17:43:06.181Z,36.5129,52.8992,10,4.5,mb,50,153,4.408,0.4,us,us7000j4y6,2023-01-18T06:34:26.301Z,"14 km S of Jūybār, Iran",earthquake,9.97,1.939,0.087,43,reviewed,us,us
2023-01-17T17:40:58.250Z,42.1404,-29.2623,9.983,5.1,mww,153,57,5.23,0.71,us,us7000j4y5,2023-01-17T17:58:21.040Z,"Azores Islands region",earthquake,8.99,2.881,0.098,10,reviewed,us,us
2023-01-17T16:45:49.021Z,-7.9938,-74.5533,157.862,4.4,mb,45,92,1.85,0.62,us,us7000j4x4,2023-01-17T17:15:07.040Z,"42 km N of Pucallpa, Peru",earthquake,9.04,6.766,0.094,34,reviewed,us,us
2023-01-17T16:35:26.784Z,42.6698,-111.7963,5,2.9,ml,29,95,0.522,0.68,us,us7000j4x3,2023-01-23T08:11:42.041Z,"9 km SE of Bancroft, Idaho",earthquake,1.17,1.935,0.045,66,reviewed,us,us
2023-01-17T15:21:19.545Z,-8.3792,120.4573,10,4.6,mb,25,70,1.779,0.47,us,us7000j4ww,2023-01-17T16:44:41.040Z,"25 km N of Ruteng, Indonesia",earthquake,9.35,1.916,0.141,15,reviewed,us,us
2023-01-17T14:57:00.990Z,18.252,-66.3821666666667,32.26,2.62,md,18,78,0.06887,0.12,pr,pr71393063,2023-01-17T17:13:55.930Z,"2 km NNE of Orocovis, Puerto Rico",earthquake,0.43,0.62,0.167252747958571,12,reviewed,pr,pr
2023-01-17T14:12:33.380Z,18.7636666666667,-65.1111666666667,17.16,2.67,md,5,274,0.4346,0.25,pr,pr71393058,2023-01-17T14:44:56.040Z,"Virgin Islands region",earthquake,1.52,1.14,0.0603240926292128,3,reviewed,pr,pr
2023-01-17T13:39:00.079Z,30.1983,130.9092,34.299,4.3,mb,25,132,1.365,0.81,us,us6000jj7f,2023-01-26T19:04:20.040Z,"Kyushu, Japan",earthquake,8.62,4.586,0.187,8,reviewed,us,us
2023-01-17T13:13:57.910Z,51.2543,178.6883,28.332,4.2,mb,93,193,0.405,0.7,us,us7000j4vm,2023-01-26T18:57:15.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.1,5.147,0.063,71,reviewed,us,us
2023-01-17T12:59:29.589Z,30.0275,131.0692,29.325,4.6,mb,106,111,1.569,0.61,us,us7000j4vk,2023-01-17T15:15:56.040Z,"56 km ESE of Koshima, Japan",earthquake,3.96,5.472,0.062,79,reviewed,us,us
2023-01-17T11:53:26.414Z,-38.2009,-74.0126,21.649,4.4,mb,28,160,1.591,0.81,us,us7000j4vf,2023-01-17T13:12:08.040Z,"69 km SW of Cañete, Chile",earthquake,8.03,6.464,0.139,15,reviewed,us,us
2023-01-17T11:35:38.530Z,17.9808333333333,-66.9115,13.76,2.59,md,16,103,0.009002,0.16,pr,pr71393043,2023-01-17T12:02:24.150Z,"0 km SSE of Fuig, Puerto Rico",earthquake,0.54,0.32,0.264150239867564,7,reviewed,pr,pr
2023-01-17T11:18:11.783Z,60.0897,-153.3674,153.3,2.5,ml,,,,0.41,ak,ak023sasjvo,2023-01-17T18:31:10.008Z,"53 km NE of Pedro Bay, Alaska",earthquake,,1,,,automatic,ak,ak
2023-01-17T10:35:29.924Z,60.1071,-153.4663,175.3,2.5,ml,,,,0.46,ak,ak023saaswd,2023-01-24T10:34:39.040Z,"48 km ESE of Port Alsworth, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-01-17T09:59:25.642Z,-8.1443,-71.3375,635.507,4.3,mb,63,52,1.416,0.65,us,us7000j4v4,2023-01-17T10:24:39.040Z,"63 km W of Tarauacá, Brazil",earthquake,9.82,7.902,0.05,114,reviewed,us,us
2023-01-17T09:55:23.710Z,18.0075,-66.7651666666667,14.1,2.56,md,7,178,0.1133,0.12,pr,pr71393028,2023-01-17T11:09:54.600Z,"1 km SSE of Magas Arriba, Puerto Rico",earthquake,0.55,1.14,0.240997980404885,5,reviewed,pr,pr
2023-01-17T09:47:59.525Z,-2.9361,140.0085,35,4.2,mb,22,136,7.75,0.8,us,us7000j4v3,2023-01-24T09:47:40.040Z,"78 km WSW of Abepura, Indonesia",earthquake,10.51,1.975,0.132,16,reviewed,us,us
2023-01-17T09:40:38.044Z,-35.0251,-106.9762,10,4.9,mb,76,184,27.349,0.37,us,us7000j4v2,2023-01-17T10:24:36.040Z,"southern East Pacific Rise",earthquake,15.12,1.944,0.055,106,reviewed,us,us
2023-01-17T09:38:48.034Z,-15.3297,-172.8909,10,4.9,mb,34,119,2.495,0.38,us,us7000j4v1,2023-01-17T10:09:24.040Z,"Samoa Islands region",earthquake,11.08,1.72,0.074,61,reviewed,us,us
2023-01-17T09:22:17.850Z,19.0155,-67.8471666666667,4.89,3.25,md,10,249,0.7101,0.45,pr,pr71393038,2023-01-24T09:21:06.040Z,"75 km NE of Punta Cana, Dominican Republic",earthquake,2.49,31.61,0.0781913774094782,9,reviewed,pr,pr
2023-01-17T09:08:05.370Z,40.4,-125.1436667,10,2.8,md,48,282,0.6199,0.22,nc,nc73833076,2023-01-24T09:07:38.040Z,"73km W of Petrolia, CA",earthquake,1.09,31.61,0.097,41,reviewed,nc,nc
2023-01-17T08:28:17.720Z,17.9611666666667,-66.919,14.78,2.45,md,16,201,0.01475,0.1,pr,pr71393018,2023-01-17T08:46:25.100Z,"1 km SW of Guánica, Puerto Rico",earthquake,0.61,0.41,0.0529080321337294,7,reviewed,pr,pr
2023-01-17T08:07:48.550Z,17.8565,-67.2413333333333,17.87,2.48,md,12,287,0.1948,0.22,pr,pr71393013,2023-01-17T08:28:12.130Z,"Puerto Rico region",earthquake,1.1,0.54,0.0665339458896623,8,reviewed,pr,pr
2023-01-17T07:37:56.336Z,44.0344,142.3295,14.888,4.4,mb,33,97,0.208,0.68,us,us7000j4ug,2023-01-24T07:28:04.040Z,"29 km N of Asahikawa, Japan",earthquake,5.91,4.496,0.138,15,reviewed,us,us
2023-01-17T06:19:02.843Z,82.0006,-5.0037,10,4.9,mb,59,57,4.168,0.75,us,us7000j4u9,2023-01-17T06:38:34.040Z,"north of Svalbard",earthquake,7.45,1.883,0.045,156,reviewed,us,us
2023-01-17T04:50:45.368Z,-1.8101,99.6227,35,4.3,mb,21,78,3.709,0.55,us,us6000jj6z,2023-01-26T05:19:46.040Z,"125 km SW of Padang, Indonesia",earthquake,8.11,1.768,0.201,7,reviewed,us,us
2023-01-17T04:48:15.283Z,58.13,-137.5048,16.8,4.4,ml,,,,0.48,ak,ak023s6syd5,2023-01-26T05:07:01.040Z,"Southeastern Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-01-17T04:36:12.673Z,-9.0557,112.5281,64.982,5,mb,86,37,1.708,0.96,us,us7000j4u0,2023-01-26T04:16:17.121Z,"south of Java, Indonesia",earthquake,6.51,4.738,0.069,68,reviewed,us,us
2023-01-17T04:11:56.797Z,-28.2104,-178.2388,215.956,4,mb,21,122,1.085,0.13,us,us6000jj74,2023-01-26T04:10:45.040Z,"Kermadec Islands region",earthquake,11.27,6.524,0.232,5,reviewed,us,us
2023-01-17T03:19:11.430Z,18.6346666666667,-65.2125,81.52,3.37,md,10,232,0.3322,0.12,pr,pr71392998,2023-01-18T00:37:10.040Z,"Puerto Rico region",earthquake,2.47,1.32,0.193788445973874,9,reviewed,pr,pr
